ticket_number,issued_date,location,ward,violation_code,violation_description,fine,ticket_queue,is_warning,registrant_type,registrant,registrant_normalized
8000009241,2025-01-08 11:28:54,433 S DEARBORN ST,34,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,business,AMAZON LOGISTICS INC,AMAZON LOGISTICS
8000009242,2025-01-08 11:28:57,417 S DEARBORN ST,34,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,business,IXAT LLC,IXAT
8000009245,2025-01-08 11:32:06,111 N DEARBORN ST,34,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009246,2025-01-08 11:32:07,121 N DEARBORN ST,34,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009247,2025-01-08 11:32:08,121 N DEARBORN ST,34,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,unknown,,
8000009248,2025-01-08 11:32:10,128 N DEARBORN ST,42,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009249,2025-01-08 11:30:36,775 W JACKSON BLVD,34,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009251,2025-01-08 11:37:57,7 S STATE ST,34,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009252,2025-01-08 11:43:58,70 W MADISON ST,34,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009254,2025-01-08 11:45:25,1129 N WELLS ST,27,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,business,AMAZON LOGISTICS INC,AMAZON LOGISTICS
8000009255,2025-01-08 11:45:32,1141 N WELLS ST,27,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009258,2025-01-08 11:47:07,1419 N WELLS ST,02,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009262,2025-01-08 11:48:34,117 S CLINTON ST,34,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,business,"MERCHANTS AUTOMOTIVE GROUP, LSR",MERCHANTS AUTOMOTIVE GROUP
8000009263,2025-01-08 11:53:00,453 W WASHINGTON BLVD,42,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009264,2025-01-08 11:56:52,101 N DEARBORN ST,34,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,business,CONNIES PIZZA INC,CONNIES PIZZA
8000009265,2025-01-08 11:57:06,137 N DEARBORN ST,34,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009267,2025-01-08 12:00:55,70 W MADISON ST,34,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009268,2025-01-08 12:01:09,1037 W LAKE ST,27,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,business,AMAZON LOGISTICS INC,AMAZON LOGISTICS
8000009269,2025-01-08 11:59:13,1552 N WELLS ST,02,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009270,2025-01-08 11:59:31,1518 N WELLS ST,02,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,business,BREAKTHRU BEVERAGE ILLINOIS LLC,BREAKTHRU BEVERAGE ILLINOIS
8000009271,2025-01-08 12:00:31,1328 N WELLS ST,02,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009272,2025-01-08 12:02:17,1088 N WELLS ST,27,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009273,2025-01-08 12:02:20,1034 N WELLS ST,27,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009274,2025-01-08 12:03:59,60 S CLINTON ST,34,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,business,THE HERTZ CORPORATION,HERTZ
8000009275,2025-01-08 12:04:00,734 N WELLS ST,42,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,business,AMAZON LOGISTICS INC,AMAZON LOGISTICS
8000009276,2025-01-08 12:04:44,678 N WELLS ST,42,0940060*,PARK/STAND ON BICYCLE PATH - SMRT ST,250,Paid,false,business,CHICAGO BEVERAGE SYSTEMS,CHICAGO BEVERAGE SYSTEMS
8000009277,2025-01-08 12:11:05,1235 N DEARBORN PKWY,02,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009278,2025-01-08 12:11:35,1312 N DEARBORN PKWY,02,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,business,AMAZON LOGISTICS INC,AMAZON LOGISTICS
8000009279,2025-01-08 12:16:07,1034 S CANAL ST,28,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009280,2025-01-08 12:16:10,1120 S CANAL ST,28,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,business,FEDERAL EXPRESS CORPORATION,FEDERAL EXPRESS
8000009283,2025-01-08 12:18:27,1030 N CLARK ST,02,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009286,2025-01-08 12:19:43,1022 S CANAL ST,28,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009290,2025-01-08 12:26:55,1338 N WELLS ST,02,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009291,2025-01-08 12:29:51,804 N WELLS ST,27,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009292,2025-01-08 12:31:05,676 N WELLS ST,42,0940060*,PARK/STAND ON BICYCLE PATH - SMRT ST,250,Paid,false,business,ASSOCIATES LEASING INC,ASSOCIATES LEASING
8000009293,2025-01-08 12:34:34,153 W KINZIE ST,42,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,business,EMC CONSTRUCTION INC,EMC CONSTRUCTION
8000009294,2025-01-08 12:43:07,1365 N DEARBORN PKWY,02,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009295,2025-01-08 12:43:32,1430 N DEARBORN PKWY,02,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009296,2025-01-08 12:53:14,169 W KINZIE ST,42,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009297,2025-01-08 12:53:17,159 W KINZIE ST,42,0940060*,PARK/STAND ON BICYCLE PATH - SMRT ST,250,Paid,false,business,TRANS ONE INCORPORATED,TRANS ONE
8000009298,2025-01-08 12:57:27,148 W KINZIE ST,42,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,business,STELLATO ENTERPRISES INC,STELLATO ENTERPRISES
8000009299,2025-01-08 12:58:39,1411 N WELLS ST,02,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,business,GONZO ENTERPRISES INC,GONZO ENTERPRISES
8000009300,2025-01-08 13:02:24,1247 N DEARBORN PKWY,02,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009301,2025-01-08 13:09:10,1290 N CLARK ST,02,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,business,AMAZON LOGISTICS INC,AMAZON LOGISTICS
8000009304,2025-01-08 13:13:27,1225 N WELLS ST,02,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009306,2025-01-08 13:13:33,626 W JACKSON BLVD,34,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,business,AMAZON LOGISTICS INC,AMAZON LOGISTICS
8000009307,2025-01-08 13:14:44,1407 N WELLS ST,02,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,business,AMAZON LOGISTICS INC,AMAZON LOGISTICS
8000009308,2025-01-08 13:15:58,1005 N DEARBORN ST,02,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009310,2025-01-08 13:19:23,1020 N ORLEANS ST,27,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,business,WELLS ROAD SERVICE INC,WELLS ROAD SERVICE
8000009311,2025-01-08 13:18:16,1160 N DEARBORN ST,02,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009312,2025-01-08 13:22:30,431 S DEARBORN ST,34,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,business,PV HOLDING CORP,PV HOLDING
8000009314,2025-01-08 13:22:35,433 S DEARBORN ST,34,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,business,AUTO SELECT II LLC,AUTO SELECT II
8000009315,2025-01-08 13:22:38,433 S DEARBORN ST,34,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009316,2025-01-08 13:22:39,433 S DEARBORN ST,34,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009317,2025-01-08 13:22:42,417 S DEARBORN ST,34,0912060B*,"STND, PARK OR OTHER USE OF BUS LANE-SMRT ST",90,Paid,false,individual,,
8000009318,2025-01-08 13:22:44,417 S DEARBORN ST,34,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009319,2025-01-08 13:22:45,417 S DEARBORN ST,34,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009321,2025-01-07 10:10:39,123 N FRANKLIN ST,34,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009322,2025-01-07 10:10:55,161 N FRANKLIN ST,42,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,business,RYDER TRUCK RENTAL,RYDER TRUCK RENTAL
8000009323,2025-01-07 10:10:58,169 N FRANKLIN ST,42,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009324,2025-01-07 10:12:56,301 N ORLEANS ST,42,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009325,2025-01-07 10:13:00,319 N ORLEANS ST,42,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009326,2025-01-07 11:57:08,401 E ILLINOIS ST,42,0940060*,PARK/STAND ON BICYCLE PATH - SMRT ST,250,Paid,false,business,NEW BERN TRANSPORT CORP,NEW BERN TRANSPORT
8000009327,2025-01-08 13:23:36,247 S DEARBORN ST,34,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,business,ENTERPRISE FM TRUST,ENTERPRISE FM
8000009328,2025-01-08 13:23:38,235 S DEARBORN ST,34,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,business,ENTERPRISE FM TRUST,ENTERPRISE FM
8000009329,2025-01-08 13:23:40,231 S DEARBORN ST,34,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009332,2025-01-08 13:26:34,101 N DEARBORN ST,34,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,business,IVAN AUTO SALES INC,IVAN AUTO SALES
8000009333,2025-01-08 13:26:35,101 N DEARBORN ST,34,09108040,ZERO FINE WARNING - SMRT ST,0,Dismissed,true,individual,,
8000009334,2025-01-08 13:26:38,105 N DEARBORN ST,34,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009335,2025-01-08 13:26:39,105 N DEARBORN ST,34,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009336,2025-01-08 13:26:42,111 N DEARBORN ST,34,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009337,2025-01-08 13:26:44,121 N DEARBORN ST,34,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009339,2025-01-08 13:27:51,159 N DEARBORN ST,42,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,business,D RUIZ INC,D RUIZ
8000009340,2025-01-08 13:29:22,1521 N WELLS ST,02,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,business,SEAFOOD MERCHANTS LLC,SEAFOOD MERCHANTS
8000009341,2025-01-08 13:38:36,1205 N MILWAUKEE AVE,01,09108040,ZERO FINE WARNING - SMRT ST,0,Dismissed,true,individual,,
8000009342,2025-01-08 13:38:39,1209 N MILWAUKEE AVE,01,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009343,2025-01-08 13:38:40,1213 N MILWAUKEE AVE,01,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,business,MV PUBLIC TRANSPORTATION INC,MV PUBLIC TRANSPORTATION
8000009344,2025-01-08 13:42:30,9 S CLINTON ST,42,0912060B*,"STND, PARK OR OTHER USE OF BUS LANE-SMRT ST",90,Notice,false,business,FEDERAL EXPRESS CORPORATION,FEDERAL EXPRESS
8000009345,2025-01-08 12:39:37,1149 W TAYLOR ST,34,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009346,2025-01-08 12:39:43,1133 W TAYLOR ST,34,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009347,2025-01-08 12:43:06,1109 W TAYLOR ST,34,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009348,2025-01-08 12:43:08,1109 W TAYLOR ST,34,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009349,2025-01-08 13:47:01,467 W JACKSON BLVD,34,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009350,2025-01-08 13:47:05,453 W JACKSON BLVD,34,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,business,DIRECT MECHANICAL INC,DIRECT MECHANICAL
8000009351,2025-01-08 13:47:07,445 W JACKSON BLVD,34,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,business,SABA 90 INC,SABA 90
8000009352,2025-01-08 13:46:55,481 W JACKSON BLVD,34,0912060B*,"STND, PARK OR OTHER USE OF BUS LANE-SMRT ST",90,Paid,false,business,FEDERAL EXPRESS / 227182,FEDERAL EXPRESS
8000009354,2025-01-08 13:47:32,333 W JACKSON BLVD,34,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009356,2025-01-08 13:48:35,115 W JACKSON BLVD,34,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009357,2025-01-08 14:03:48,1117 N DEARBORN ST,02,0940060*,PARK/STAND ON BICYCLE PATH - SMRT ST,250,Paid,false,individual,,
8000009358,2025-01-08 13:55:50,108 W MADISON ST,34,0912060B*,"STND, PARK OR OTHER USE OF BUS LANE-SMRT ST",90,Paid,false,business,CINTAS CORP NO 2,CINTAS CORP NO 2
8000009359,2025-01-08 13:55:53,108 W MADISON ST,34,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,business,THE HERTZ CORPORATION,HERTZ
8000009360,2025-01-08 14:05:48,1337 N DEARBORN PKWY,02,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,business,ALTEC CAPITAL TRUST LSR,ALTEC CAPITAL
8000009361,2025-01-08 13:56:03,120 W MADISON ST,34,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009362,2025-01-08 14:06:50,775 W JACKSON BLVD,34,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009363,2025-01-08 14:07:22,716 W JACKSON BLVD,34,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009365,2025-01-08 14:11:59,1010 N WELLS ST,27,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009366,2025-01-08 14:11:56,9 S CLINTON ST,42,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,business,SIXT TITLING TRUST,SIXT TITLING
8000009367,2025-01-08 14:12:13,932 N WELLS ST,27,09108040,ZERO FINE WARNING - SMRT ST,0,Dismissed,true,individual,,
8000009368,2025-01-08 14:18:38,1039 N WELLS ST,27,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,business,ILLINOIS CENTRAL TRUCK LEASING LLC,ILLINOIS CENTRAL TRUCK LEASING
8000009370,2025-01-08 14:21:39,1435 N WELLS ST,02,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,business,HEARTLAND BEVERAGE LLC,HEARTLAND BEVERAGE
8000009371,2025-01-08 14:21:10,431 S DEARBORN ST,34,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009372,2025-01-08 14:21:16,433 S DEARBORN ST,34,0912060B*,"STND, PARK OR OTHER USE OF BUS LANE-SMRT ST",90,Notice,false,business,FEDERAL EXPRESS CORPORATION,FEDERAL EXPRESS
8000009373,2025-01-08 14:21:18,433 S DEARBORN ST,34,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009374,2025-01-08 14:21:25,417 S DEARBORN ST,34,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,business,AMAZON LOGISTICS INC,AMAZON LOGISTICS
8000009376,2025-01-08 14:21:39,343 S DEARBORN ST,04,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,business,PV HOLDING CORP,PV HOLDING
8000009377,2025-01-08 14:22:01,1535 N WELLS ST,02,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009378,2025-01-08 14:22:03,1539 N WELLS ST,02,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009379,2025-01-08 14:23:33,1 N DEARBORN ST,34,0912060B*,"STND, PARK OR OTHER USE OF BUS LANE-SMRT ST",90,Paid,false,business,AMAZON LOGISTICS INC,AMAZON LOGISTICS
8000009380,2025-01-08 14:23:40,33 N DEARBORN ST,34,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,business,THE HERTZ CORPORATION,HERTZ
8000009381,2025-01-08 14:23:42,33 N DEARBORN ST,34,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009382,2025-01-08 14:24:33,101 N DEARBORN ST,34,0912060B*,"STND, PARK OR OTHER USE OF BUS LANE-SMRT ST",90,Paid,false,business,TOYOTA LEASE TRUST LSR,TOYOTA LEASE
8000009386,2025-01-08 14:24:47,136 N DEARBORN ST,42,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009387,2025-01-08 14:29:21,1036 N DEARBORN ST,02,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009388,2025-01-08 14:29:23,1036 N DEARBORN ST,02,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009389,2025-01-08 14:35:46,117 S CLINTON ST,34,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009391,2025-01-08 14:42:21,1019 N WELLS ST,02,09108040,ZERO FINE WARNING - SMRT ST,0,Dismissed,true,individual,,
8000009392,2025-01-08 14:42:22,1021 N WELLS ST,02,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009393,2025-01-08 14:42:33,11 E ILLINOIS ST,42,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,business,RYDER TRUCK RENTAL LT,RYDER TRUCK RENTAL
8000009394,2025-01-08 14:42:27,1039 N WELLS ST,27,0940060*,PARK/STAND ON BICYCLE PATH - SMRT ST,250,Paid,false,individual,,
8000009396,2025-01-08 14:48:42,337 S DEARBORN ST,04,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,business,SFS LEASING LTD LSR,SFS LEASING
8000009397,2025-01-08 14:51:27,128 N DEARBORN ST,42,09108040,ZERO FINE WARNING - SMRT ST,0,Dismissed,true,individual,,
8000009398,2025-01-08 14:51:31,136 N DEARBORN ST,42,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009403,2025-01-08 16:14:07,45 E CHICAGO AVE,02,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009404,2025-01-08 16:14:08,45 E CHICAGO AVE,02,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009405,2025-01-08 16:14:08,45 E CHICAGO AVE,02,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,business,LCR CHINATWON LLC,LCR CHINATWON
8000009406,2025-01-08 16:15:14,60 E CHICAGO AVE,42,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009409,2025-01-08 16:15:27,30 E CHICAGO AVE,42,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009410,2025-01-08 16:15:30,22 E CHICAGO AVE,42,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009411,2025-01-08 16:15:31,22 E CHICAGO AVE,42,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009412,2025-01-08 16:16:52,801 N DEARBORN ST,42,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009413,2025-01-08 16:19:13,112 W CHICAGO AVE,02,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009415,2025-01-08 16:19:45,216 W CHICAGO AVE,27,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,business,HYUNDAI LEASE TITLING TRUST LSR,HYUNDAI LEASE TITLING
8000009417,2025-01-08 16:20:29,224 W CHICAGO AVE,27,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009418,2025-01-08 16:20:41,19 W CHICAGO AVE,42,0912060B*,"STND, PARK OR OTHER USE OF BUS LANE-SMRT ST",90,Notice,false,individual,,
8000009419,2025-01-08 16:20:56,320 W CHICAGO AVE,27,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009420,2025-01-08 16:21:15,320 W CHICAGO AVE,27,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009421,2025-01-08 16:21:52,39 E CHICAGO AVE,02,09108040,ZERO FINE WARNING - SMRT ST,0,Dismissed,true,individual,,
8000009423,2025-01-08 16:21:54,412 W CHICAGO AVE,27,09108040,ZERO FINE WARNING - SMRT ST,0,Dismissed,true,individual,,
8000009424,2025-01-08 16:22:35,470 W CHICAGO AVE,27,0912060B*,"STND, PARK OR OTHER USE OF BUS LANE-SMRT ST",90,Paid,false,individual,,
8000009426,2025-01-08 16:23:23,518 W CHICAGO AVE,27,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009428,2025-01-08 16:25:46,756 W CHICAGO AVE,27,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009429,2025-01-08 16:26:06,756 W CHICAGO AVE,27,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009432,2025-01-08 16:33:04,22 E CHICAGO AVE,42,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009433,2025-01-08 16:36:57,1123 N DEARBORN ST,02,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,business,SIMBA CLEANERS LLC,SIMBA CLEANERS
8000009434,2025-01-08 16:38:43,1335 N DEARBORN PKWY,02,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009435,2025-01-08 16:38:59,1365 N DEARBORN PKWY,02,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,business,FRADUCENE CAB CO,FRADUCENE CAB
8000009437,2025-01-08 16:42:09,1382 N CLARK ST,02,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,business,DANAYAL LIMOUSINE INC LSE,DANAYAL LIMOUSINE
8000009439,2025-01-08 16:48:06,15 W CHICAGO AVE,42,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009440,2025-01-08 16:49:25,185 W CHICAGO AVE,42,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009441,2025-01-08 16:51:49,19 W CHICAGO AVE,42,09108040,ZERO FINE WARNING - SMRT ST,0,Dismissed,true,individual,,
8000009442,2025-01-08 16:51:51,19 W CHICAGO AVE,42,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009443,2025-01-08 16:51:53,19 W CHICAGO AVE,42,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009444,2025-01-08 16:58:18,216 W CHICAGO AVE,27,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009445,2025-01-08 16:58:41,320 W CHICAGO AVE,27,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009447,2025-01-08 17:15:59,433 S DEARBORN ST,34,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009452,2025-01-08 17:11:11,806 N CARPENTER ST,27,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009455,2025-01-08 17:16:51,52 E CHICAGO AVE,42,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009456,2025-01-08 17:17:02,283 S DEARBORN ST,34,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009458,2025-01-08 17:17:42,131 S DEARBORN ST,34,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009459,2025-01-08 17:19:20,10 W CHICAGO AVE,42,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,business,PRIORITY CHICAGO LIMOUSINE INC,PRIORITY CHICAGO LIMOUSINE
8000009460,2025-01-08 17:19:23,14 W CHICAGO AVE,42,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009461,2025-01-08 17:19:01,3 S DEARBORN ST,34,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009465,2025-01-08 17:28:11,359 W CHICAGO AVE,42,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009466,2025-01-08 17:29:17,219 W CHICAGO AVE,42,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009467,2025-01-08 17:31:52,19 W CHICAGO AVE,42,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009468,2025-01-08 17:31:53,19 W CHICAGO AVE,42,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009469,2025-01-08 17:40:35,112 W CHICAGO AVE,02,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009470,2025-01-08 17:40:59,101 E CHICAGO AVE,02,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,business,ARI FLEET LT LSR,ARI FLEET
8000009471,2025-01-08 17:43:31,368 W CHICAGO AVE,27,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009473,2025-01-08 17:45:26,804 N HUDSON AVE,27,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009474,2025-01-08 17:45:41,30 E CHICAGO AVE,42,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009476,2025-01-08 17:46:46,458 W CHICAGO AVE,27,0912060B*,"STND, PARK OR OTHER USE OF BUS LANE-SMRT ST",90,Paid,false,individual,,
8000009477,2025-01-08 17:47:14,8 W CHICAGO AVE,42,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,business,HONDA LEASE TRUST LSR,HONDA LEASE
8000009478,2025-01-08 17:49:34,518 W CHICAGO AVE,27,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009479,2025-01-08 17:49:55,518 W CHICAGO AVE,27,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009480,2025-01-08 17:50:08,518 W CHICAGO AVE,27,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009481,2025-01-08 17:53:18,836 W CHICAGO AVE,27,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009494,2025-01-08 17:56:22,970 W CHICAGO AVE,27,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
8000009495,2025-01-08 17:56:36,1028 W CHICAGO AVE,27,09108040,ZERO FINE WARNING - SMRT ST,0,Warning,true,individual,,
